,target,model,metric,model_input,split_data,model_result,best_params,count,test_data_count,best_crossval_score,train_score,test_score
0,nontrigger,lr,accuracy,SentenceLemmas,"{'X_train': 1630    “ true up payment ” mean a payment into the ap...
1818    borrower have not consent to the lockbox bank ...
2017    float rate component extensions two , 12-month...
440     upon the occurrence and during the continuance...
406     “ cash trap event ” will mean the occurrence o...
                              ...                        
1048    for purpose of this section , “ aggregate debt...
1764    “ guarantor financial covenants ” mean those m...
851     all income and gain from the investment of fun...
700     in the event a trigger period commence , the b...
283     the mortgage loan be structure with a hard loc...
Name: SentenceLemmas, Length: 1428, dtype: object, 'X_test': 386     capital expenditures reserve : 1/12th of 0.25 ...
1911    “ cash management period ” be deem to ( a ) co...
695     on each payment date occur on and after the oc...
1641    nothing with respect to capital expenditure re...
1959    upon the occurrence of a mortgage loan event o...
                              ...                        
256     during the continuance of a cash sweep period ...
1515    “ specified tenant space ” mean that portion o...
789     all amount in the lockbox account be require t...
1       the borrower have establish and be require to ...
257     “ cash sweep period ” mean each period ( a ) t...
Name: SentenceLemmas, Length: 613, dtype: object, 'y_train': 1630    1
1818    1
2017    0
440     0
406     0
       ..
1048    1
1764    1
851     1
700     0
283     0
Name: nontrigger, Length: 1428, dtype: int64, 'y_test': 386     0
1911    0
695     0
1641    1
1959    0
       ..
256     0
1515    1
789     0
1       0
257     0
Name: nontrigger, Length: 613, dtype: int64, 'indices_train': Int64Index([1630, 1818, 2017,  440,  406, 1837, 1985,  279, 1823,   19,
            ...
             712,  157, 1161, 1012, 1557, 1048, 1764,  851,  700,  283],
           dtype='int64', length=1428), 'indices_test': Int64Index([ 386, 1911,  695, 1641, 1959, 1416, 1082,  140,  580, 1500,
            ...
             117, 1179, 1037, 1552,  326,  256, 1515,  789,    1,  257],
           dtype='int64', length=613)}","GridSearchCV(cv=3, error_score=nan,
             estimator=Pipeline(memory=None,
                                steps=[('cvec',
                                        CountVectorizer(analyzer='word',
                                                        binary=False,
                                                        decode_error='strict',
                                                        dtype=<class 'numpy.int64'>,
                                                        encoding='utf-8',
                                                        input='content',
                                                        lowercase=True,
                                                        max_df=1.0,
                                                        max_features=None,
                                                        min_df=1,
                                                        ngram_range=(1, 1),
                                                        preprocessor=None,
                                                        stop_words=None,
                                                        strip_accents=None,
                                                        token_pattern='(?u)...
                                              ['on', 'ours', 'using',
                                               'sometime', 'elsewhere',
                                               'herself', 'she', 'yourself',
                                               'first', 'whenever',
                                               'yourselves', 'namely', 'eleven',
                                               'against', 'between', 'only',
                                               'all', 'someone', 'regarding',
                                               'you', 'have', 'after', 'made',
                                               'except', 'somewhere', 'many',
                                               'within', 'an', 'again', 'back', ...]]},
             pre_dispatch='2*n_jobs', refit=True, return_train_score=False,
             scoring='accuracy', verbose=0)","{'cvec__max_df': 0.99, 'cvec__max_features': 1000, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 3), 'cvec__stop_words': ['on', 'ours', 'using', 'sometime', 'elsewhere', 'herself', 'she', 'yourself', 'first', 'whenever', 'yourselves', 'namely', 'eleven', 'against', 'between', 'only', 'all', 'someone', 'regarding', 'you', 'have', 'after', 'made', 'except', 'somewhere', 'many', 'within', 'an', 'again', 'back', 'for', 'do', 'alone', 'could', 'during', 'even', 'done', 'while', 'are', 'other', 'ever', 'has', 'see', 'hundred', 'further', 'put', 'seeming', 'thereby', 'quite', 'here', 'unless', 'anyhow', 'call', 'your', 'sixty', 'top', 'seemed', 'up', 'his', 'either', 'well', 'very', 'noone', 'them', 'everywhere', 'be', 'above', 'show', 'we', 'give', 'when', 'beyond', 'became', 'same', 'also', 'never', 'name', 'but', 'that', 'which', 'take', 'almost', 'per', 'amongst', 'does', 'therefore', 'hereby', 'whereupon', 'please', 'along', 'now', 'whether', 'had', 'it', 'might', 'than', 'can', 'however', 'their', 'others', 'therein', 'toward', 'where', 'anyone', 'often', 'three', 'behind', 'four', 'seem', 'less', 'over', 'bottom', 'through', 'under', 'thus', 'although', 'below', 'empty', 'fifteen', 'forty', 'her', 'too', 'whoever', 'whose', 'become', 'yet', 'last', 'mine', 'myself', 'am', 'to', 'indeed', 'since', 'himself', 'just', 'much', 'wherever', 'would', 'former', 'beforehand', 'him', 'among', 'amount', 'in', 'more', 'nobody', 'whereby', 'perhaps', 'about', 'been', 'something', 'twenty', 'these', 'the', 'ca', 'move', 'so', 'moreover', 'side', 'various', 'already', 'nine', 'off', 'serious', 'mostly', 'formerly', 'none', 'becoming', 'us', 'whatever', 'rather', 'two', 'least', 'go', 'fifty', 'thereafter', 'ten', 'without', 'keep', 'before', 'whereafter', 'thereupon', 'nevertheless', 'third', 'twelve', 'what', 'wherein', 'everything', 'own', 'onto', 'meanwhile', 'both', 'make', 'somehow', 'he', 'next', 'whither', 'everyone', 'nor', 'out', 'may', 'still', 'such', 'if', 'towards', 'most', 'why', 'with', 'latterly', 'were', 'because', 'did', 'due', 'themselves', 'was', 'always', 'this', 'several', 'via', 'eight', 'into', 'is', 'throughout', 'around', 'a', 'must', 'part', 'itself', 'cannot', 'neither', 'hence', 'hereupon', 'once', 'and', 'thru', 'hereafter', 'upon', 'beside', 'really', 'seems', 'across', 'how', 'doing', 'hers', 'those', 'my', 'latter', 'though', 'full', 'of', 'down', 'otherwise', 'there', 'or', 'say', 'they', 'whence', 'until', 'whom', 'will', 'each', 'every', 'not', 'six', 'besides', 'no', 'ourselves', 'whole', 'at', 'nothing', 'another', 'me', 'from', 'sometimes', 'its', 'five', 'some', 'by', 'else', 'anything', 'anyway', 'anywhere', 'one', 'being', 'should', 're', 'thence', 'who', 'afterwards', 'few', 'enough', 'nowhere', 'our', 'as', 'get', 'i', 'any', 'then', 'used', 'yours', 'front', 'whereas', 'together', 'becomes', 'herein']}",1056,317,0.9705882352941176,0.992296918767507,0.9738988580750407
1,loan_default,lr,accuracy,SentenceLemmas,"{'X_train': 1139    because some fund may be receive directly by t...
852     the borrower be require to direct all tenant t...
282     upon the occurrence and during the continuance...
1372    the brand manager have agree to collect all fu...
1033    the borrower will be require to deposit , and ...
                              ...                        
1118    the pool a borrower be require to establish a ...
1358           hard lockbox with spring cash management .
1668    the borrower establish a lockbox account ( the...
153     during a cash sweep period , the borrower be r...
1588    the mortgage lender be require to disburse to ...
Name: SentenceLemmas, Length: 1428, dtype: object, 'X_test': 887     if on any mortgage loan payment date the amoun...
806     notwithstanding the foregoing , during the con...
227     "" pool b trigger period ” mean a period ( a ) ...
546     mortgage lender will disburse to the borrower ...
571     “ low cash flow period ” mean a period : ( a )...
                              ...                        
1815    borrower hereby represent and warrant to lende...
1661    “ millennium leases ” mean , collectively , ( ...
800     during the continuance of a mortgage loan even...
1136    in addition , pursuant to the applicable mortg...
1654    the borrower agree to notify mortgage lender p...
Name: SentenceLemmas, Length: 613, dtype: object, 'y_train': 1139    0
852     0
282     1
1372    0
1033    0
       ..
1118    0
1358    0
1668    0
153     1
1588    0
Name: loan_default, Length: 1428, dtype: int64, 'y_test': 887     0
806     1
227     1
546     1
571     0
       ..
1815    0
1661    0
800     1
1136    0
1654    0
Name: loan_default, Length: 613, dtype: int64, 'indices_train': Int64Index([1139,  852,  282, 1372, 1033, 1389, 1634,  633,  455, 2002,
            ...
            1884, 1492,  611,  640, 1866, 1118, 1358, 1668,  153, 1588],
           dtype='int64', length=1428), 'indices_test': Int64Index([ 887,  806,  227,  546,  571,  218,  834,  151,  302,  591,
            ...
             332,  375, 1855, 1491,   40, 1815, 1661,  800, 1136, 1654],
           dtype='int64', length=613)}","GridSearchCV(cv=3, error_score=nan,
             estimator=Pipeline(memory=None,
                                steps=[('cvec',
                                        CountVectorizer(analyzer='word',
                                                        binary=False,
                                                        decode_error='strict',
                                                        dtype=<class 'numpy.int64'>,
                                                        encoding='utf-8',
                                                        input='content',
                                                        lowercase=True,
                                                        max_df=1.0,
                                                        max_features=None,
                                                        min_df=1,
                                                        ngram_range=(1, 1),
                                                        preprocessor=None,
                                                        stop_words=None,
                                                        strip_accents=None,
                                                        token_pattern='(?u)...
                                              ['on', 'ours', 'using',
                                               'sometime', 'elsewhere',
                                               'herself', 'she', 'yourself',
                                               'first', 'whenever',
                                               'yourselves', 'namely', 'eleven',
                                               'against', 'between', 'only',
                                               'all', 'someone', 'regarding',
                                               'you', 'have', 'after', 'made',
                                               'except', 'somewhere', 'many',
                                               'within', 'an', 'again', 'back', ...]]},
             pre_dispatch='2*n_jobs', refit=True, return_train_score=False,
             scoring='accuracy', verbose=0)","{'cvec__max_df': 0.99, 'cvec__max_features': 100, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 7), 'cvec__stop_words': ['the', 'to', 'of', 'be', 'and', 'in', 'a']}",459,138,0.98109243697479,0.9908963585434174,0.9787928221859706
2,unspecified,lr,accuracy,SentenceLemmas,"{'X_train': 1914    however , the inability of the borrower to com...
127     upon the occurrence of a loan event of default...
477     a “ low cash flow period ” have the meaning de...
1823    for purpose of the foregoing , any determinati...
1672    see “ description of the mortgage loan — lockb...
                              ...                        
176     a “ trigger period ” mean ( i ) each period th...
2032    notwithstanding the foregoing , borrower ’s ob...
1522    see “ description of the mortgage loan — cash ...
1087    “ approved management agreement ” mean ( i ) e...
1319    the lender be only require to disburse univers...
Name: SentenceLemmas, Length: 1428, dtype: object, 'X_test': 1369    borrower have grant to mortgage lender a first...
318     “ cash sweep event ” mean the occurrence of ( ...
79      so long as no mortgage loan event of default b...
1818    borrower have not consent to the lockbox bank ...
1670    “ required renovation work ” mean renovation r...
                              ...                        
352     notwithstanding the foregoing , a trigger peri...
921     on the origination date , the borrower remit t...
144     “ cash sweep event cure ” mean ( a ) if the ca...
745     during a cash sweep period trigger solely by (...
229     "" pool c trigger period ” mean a period ( a ) ...
Name: SentenceLemmas, Length: 613, dtype: object, 'y_train': 1914    0
127     0
477     0
1823    0
1672    0
       ..
176     0
2032    0
1522    0
1087    0
1319    0
Name: unspecified, Length: 1428, dtype: int64, 'y_test': 1369    0
318     0
79      0
1818    0
1670    0
       ..
352     1
921     0
144     0
745     0
229     0
Name: unspecified, Length: 613, dtype: int64, 'indices_train': Int64Index([1914,  127,  477, 1823, 1672,  128, 1776,    2, 1146, 2024,
            ...
            2016, 1261, 1552,  628,   31,  176, 2032, 1522, 1087, 1319],
           dtype='int64', length=1428), 'indices_test': Int64Index([1369,  318,   79, 1818, 1670, 1973,  743,  647,   73, 1013,
            ...
            1430,  375,  976, 2014, 1983,  352,  921,  144,  745,  229],
           dtype='int64', length=613)}","GridSearchCV(cv=3, error_score=nan,
             estimator=Pipeline(memory=None,
                                steps=[('cvec',
                                        CountVectorizer(analyzer='word',
                                                        binary=False,
                                                        decode_error='strict',
                                                        dtype=<class 'numpy.int64'>,
                                                        encoding='utf-8',
                                                        input='content',
                                                        lowercase=True,
                                                        max_df=1.0,
                                                        max_features=None,
                                                        min_df=1,
                                                        ngram_range=(1, 1),
                                                        preprocessor=None,
                                                        stop_words=None,
                                                        strip_accents=None,
                                                        token_pattern='(?u)...
                                              ['on', 'ours', 'using',
                                               'sometime', 'elsewhere',
                                               'herself', 'she', 'yourself',
                                               'first', 'whenever',
                                               'yourselves', 'namely', 'eleven',
                                               'against', 'between', 'only',
                                               'all', 'someone', 'regarding',
                                               'you', 'have', 'after', 'made',
                                               'except', 'somewhere', 'many',
                                               'within', 'an', 'again', 'back', ...]]},
             pre_dispatch='2*n_jobs', refit=True, return_train_score=False,
             scoring='accuracy', verbose=0)","{'cvec__max_df': 0.99, 'cvec__max_features': 1000, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 2), 'cvec__stop_words': ['the', 'to', 'of', 'be', 'and', 'in', 'a']}",356,107,0.9565826330532213,0.9985994397759104,0.9592169657422512
3,debt_yield_fall,lr,f1,SentenceLemmas,"{'X_train': 1703    all interest in the required renovation reserv...
726     “ debt yield trigger event ” a debt yield on a...
1253            hard lockbox and spring cash management .
1492    if request by mortgage lender , the borrower w...
1486    in addition to the foregoing , actual out - of...
                              ...                        
1897    the mortgage lender may , but be not obligate ...
1029    see “ description of the mortgage loan — cash ...
1882    “ cash sweep period ” mean each period commenc...
1717    the borrower be require to permit the mortgage...
1814                 lockbox hard/ spring cash management
Name: SentenceLemmas, Length: 1428, dtype: object, 'X_test': 285     during a trigger period , all excess cash afte...
1656    if the amount of the ground rent funds will ex...
1511    if the amount of the condo assessments fund wi...
1150    “ assignee borrower ” mean another applicable ...
561     additionally , if , at any time during a trigg...
                              ...                        
368     provide no mortgage loan event of default have...
1267    the borrower be require to deliver a similar n...
811     the borrower have establish and be require to ...
1163    “ cash management bank ” mean a depository ins...
1420    any excess cash flow reserve funds remain on d...
Name: SentenceLemmas, Length: 613, dtype: object, 'y_train': 1703    0
726     1
1253    0
1492    0
1486    0
       ..
1897    0
1029    0
1882    0
1717    0
1814    0
Name: debt_yield_fall, Length: 1428, dtype: int64, 'y_test': 285     0
1656    0
1511    0
1150    0
561     0
       ..
368     0
1267    0
811     0
1163    0
1420    0
Name: debt_yield_fall, Length: 613, dtype: int64, 'indices_train': Int64Index([1703,  726, 1253, 1492, 1486, 1978, 1147,  963, 1261,  683,
            ...
            1834,  725,  745,  535,  398, 1897, 1029, 1882, 1717, 1814],
           dtype='int64', length=1428), 'indices_test': Int64Index([ 285, 1656, 1511, 1150,  561, 1075, 1397,  740, 1449,  688,
            ...
            1357, 1454,   31,   65, 1677,  368, 1267,  811, 1163, 1420],
           dtype='int64', length=613)}","GridSearchCV(cv=3, error_score=nan,
             estimator=Pipeline(memory=None,
                                steps=[('cvec',
                                        CountVectorizer(analyzer='word',
                                                        binary=False,
                                                        decode_error='strict',
                                                        dtype=<class 'numpy.int64'>,
                                                        encoding='utf-8',
                                                        input='content',
                                                        lowercase=True,
                                                        max_df=1.0,
                                                        max_features=None,
                                                        min_df=1,
                                                        ngram_range=(1, 1),
                                                        preprocessor=None,
                                                        stop_words=None,
                                                        strip_accents=None,
                                                        token_pattern='(?u)...
                                              ['on', 'ours', 'using',
                                               'sometime', 'elsewhere',
                                               'herself', 'she', 'yourself',
                                               'first', 'whenever',
                                               'yourselves', 'namely', 'eleven',
                                               'against', 'between', 'only',
                                               'all', 'someone', 'regarding',
                                               'you', 'have', 'after', 'made',
                                               'except', 'somewhere', 'many',
                                               'within', 'an', 'again', 'back', ...]]},
             pre_dispatch='2*n_jobs', refit=True, return_train_score=False,
             scoring='f1', verbose=0)","{'cvec__max_df': 0.99, 'cvec__max_features': 1000, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 4), 'cvec__stop_words': None}",204,61,0.9535501566126232,1.0,0.9666666666666667
4,mezzanine_default,lr,f1,SentenceLemmas,"{'X_train': 1247    amount deposit in the replacement reserve fund...
340     the mortgage lender will not be obligate to di...
1941    “ debt yield trigger event ” mean that , as of...
1723    “ manager reserve account ” mean the eligible ...
521     "" default trigger period ” mean a period ( a )...
                              ...                        
1825    “ required renovation work ” mean renovation r...
1320    the borrower will have the right to settle all...
1524    borrower be require to deposit , or because to...
795     the borrower must pay to the mortgage lender o...
531     fund on deposit in the restricted account may ...
Name: SentenceLemmas, Length: 1428, dtype: object, 'X_test': 1332    in no instance will the borrower request , nor...
1086    “ loss proceeds ” mean amount , award or payme...
1535    mortgage lender will not be require to disburs...
1456    the borrower agree to notify mortgage lender p...
69      the mortgage loan documents require the lender...
                              ...                        
1131    see “ description of the mortgage loans — prep...
1644    the borrower will pay all reasonable out - of ...
1729    if the amount of ground lease reserve funds ex...
138     “ cash sweep event ” mean the occurrence of : ...
1675    the borrower have establish certain reserve ac...
Name: SentenceLemmas, Length: 613, dtype: object, 'y_train': 1247    0
340     0
1941    0
1723    0
521     0
       ..
1825    0
1320    0
1524    0
795     0
531     0
Name: mezzanine_default, Length: 1428, dtype: int64, 'y_test': 1332    0
1086    0
1535    0
1456    0
69      0
       ..
1131    0
1644    0
1729    0
138     0
1675    0
Name: mezzanine_default, Length: 613, dtype: int64, 'indices_train': Int64Index([1247,  340, 1941, 1723,  521,  809,  825, 1593,  805,  127,
            ...
            2038, 1937,  335, 1305,  318, 1825, 1320, 1524,  795,  531],
           dtype='int64', length=1428), 'indices_test': Int64Index([1332, 1086, 1535, 1456,   69, 1145, 1935,   70, 1490,  881,
            ...
             316,  515, 1436, 1193,  898, 1131, 1644, 1729,  138, 1675],
           dtype='int64', length=613)}","GridSearchCV(cv=3, error_score=nan,
             estimator=Pipeline(memory=None,
                                steps=[('cvec',
                                        CountVectorizer(analyzer='word',
                                                        binary=False,
                                                        decode_error='strict',
                                                        dtype=<class 'numpy.int64'>,
                                                        encoding='utf-8',
                                                        input='content',
                                                        lowercase=True,
                                                        max_df=1.0,
                                                        max_features=None,
                                                        min_df=1,
                                                        ngram_range=(1, 1),
                                                        preprocessor=None,
                                                        stop_words=None,
                                                        strip_accents=None,
                                                        token_pattern='(?u)...
                                              ['on', 'ours', 'using',
                                               'sometime', 'elsewhere',
                                               'herself', 'she', 'yourself',
                                               'first', 'whenever',
                                               'yourselves', 'namely', 'eleven',
                                               'against', 'between', 'only',
                                               'all', 'someone', 'regarding',
                                               'you', 'have', 'after', 'made',
                                               'except', 'somewhere', 'many',
                                               'within', 'an', 'again', 'back', ...]]},
             pre_dispatch='2*n_jobs', refit=True, return_train_score=False,
             scoring='f1', verbose=0)","{'cvec__max_df': 0.99, 'cvec__max_features': 100, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 3), 'cvec__stop_words': ['the', 'to', 'of', 'be', 'and', 'in', 'a']}",105,32,0.9653900709219858,0.9931972789115647,0.9180327868852458
5,tenant_failure,lr,f1,SentenceLemmas,"{'X_train': 1758    there be a risk that the borrower or a propert...
208     to the extent that a trigger period have occur...
1331    any amount remain in the leasing reserve fund ...
327     under the term of the mortgage loan documents ...
890     see “ description of the mortgage loan — reser...
                              ...                        
1917    upon the conclusion of any cash trap period , ...
657     lender be not require to disburse immediate re...
1056    a replacement reserve account have be establis...
1246    the mortgage lender will be require to disburs...
653     notwithstanding anything in this “ —ground ren...
Name: SentenceLemmas, Length: 1428, dtype: object, 'X_test': 1252    other than in connection with the mortgage loa...
1672    see “ description of the mortgage loan — lockb...
633     the borrower be permit access to , and have th...
200     provide that no mortgage loan event of default...
207     upon the first occurrence of a trigger period ...
                              ...                        
1485    “ approve leasing costs ” mean actual out - of...
141     “ cash sweep event ” mean the occurrence of : ...
196     if request by the lender during the continuanc...
786     “ debt yield cure ” mean the achievement of a ...
175     during the continuance of a trigger period or ...
Name: SentenceLemmas, Length: 613, dtype: object, 'y_train': 1758    0
208     0
1331    0
327     0
890     0
       ..
1917    0
657     0
1056    0
1246    0
653     0
Name: tenant_failure, Length: 1428, dtype: int64, 'y_test': 1252    0
1672    0
633     0
200     0
207     0
       ..
1485    0
141     0
196     0
786     0
175     0
Name: tenant_failure, Length: 613, dtype: int64, 'indices_train': Int64Index([1758,  208, 1331,  327,  890, 1231, 1952, 1372, 1357, 1374,
            ...
             139, 1732,  114,  117, 1271, 1917,  657, 1056, 1246,  653],
           dtype='int64', length=1428), 'indices_test': Int64Index([1252, 1672,  633,  200,  207, 1593, 1487, 1309,  389,  917,
            ...
            1463,   11,  968,  858, 1594, 1485,  141,  196,  786,  175],
           dtype='int64', length=613)}","GridSearchCV(cv=3, error_score=nan,
             estimator=Pipeline(memory=None,
                                steps=[('cvec',
                                        CountVectorizer(analyzer='word',
                                                        binary=False,
                                                        decode_error='strict',
                                                        dtype=<class 'numpy.int64'>,
                                                        encoding='utf-8',
                                                        input='content',
                                                        lowercase=True,
                                                        max_df=1.0,
                                                        max_features=None,
                                                        min_df=1,
                                                        ngram_range=(1, 1),
                                                        preprocessor=None,
                                                        stop_words=None,
                                                        strip_accents=None,
                                                        token_pattern='(?u)...
                                              ['on', 'ours', 'using',
                                               'sometime', 'elsewhere',
                                               'herself', 'she', 'yourself',
                                               'first', 'whenever',
                                               'yourselves', 'namely', 'eleven',
                                               'against', 'between', 'only',
                                               'all', 'someone', 'regarding',
                                               'you', 'have', 'after', 'made',
                                               'except', 'somewhere', 'many',
                                               'within', 'an', 'again', 'back', ...]]},
             pre_dispatch='2*n_jobs', refit=True, return_train_score=False,
             scoring='f1', verbose=0)","{'cvec__max_df': 0.99, 'cvec__max_features': 200, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 2), 'cvec__stop_words': ['the', 'to', 'of', 'be', 'and', 'in', 'a']}",37,11,0.8857142857142858,1.0,0.9090909090909091
6,bankruptcy,lr,accuracy,SentenceLemmas,"{'X_train': 192     during the continuance of a mortgage loan even...
703     upon the cure of any trigger period ( and prov...
1461    “ payment in lieu of taxes ” mean any and all ...
1329    the lender be not require to disburse leasing ...
524     during the continuance of any trigger period ,...
                              ...                        
1109    the lender have receive from the borrower a pl...
1790    the mortgage lender be require to make disburs...
939     “ hotel operator ” mean the ritz - carlton hot...
1852    on the origination date , the borrower fund an...
1745    for purpose of the foregoing , any determinati...
Name: SentenceLemmas, Length: 1428, dtype: object, 'X_test': 1615    the restricted account be subject to a block a...
1671    “ required renovation work ” mean renovation r...
651     “ sponsor reserve waiver revocation event peri...
960     each of the clearing account and the cash mana...
445     upon the occurrence and during the continuance...
                              ...                        
639     upon the first occurrence of a trigger period ...
1294    notwithstanding the foregoing , in connection ...
732     even if a cash sweep event have occur , the bo...
1180    all income and gain from the investment of fun...
1399    “ priority waterfall payments ” mean the payme...
Name: SentenceLemmas, Length: 613, dtype: object, 'y_train': 192     0
703     0
1461    0
1329    0
524     0
       ..
1109    0
1790    0
939     0
1852    0
1745    0
Name: bankruptcy, Length: 1428, dtype: int64, 'y_test': 1615    0
1671    0
651     0
960     0
445     0
       ..
639     0
1294    0
732     0
1180    0
1399    0
Name: bankruptcy, Length: 613, dtype: int64, 'indices_train': Int64Index([ 192,  703, 1461, 1329,  524,  917, 1535,  934,  389,  933,
            ...
             485,  876, 1641, 1885, 1968, 1109, 1790,  939, 1852, 1745],
           dtype='int64', length=1428), 'indices_test': Int64Index([1615, 1671,  651,  960,  445,  945,  930, 1949, 1883, 1744,
            ...
            1289,  742, 1591,  196, 1156,  639, 1294,  732, 1180, 1399],
           dtype='int64', length=613)}","GridSearchCV(cv=3, error_score=nan,
             estimator=Pipeline(memory=None,
                                steps=[('cvec',
                                        CountVectorizer(analyzer='word',
                                                        binary=False,
                                                        decode_error='strict',
                                                        dtype=<class 'numpy.int64'>,
                                                        encoding='utf-8',
                                                        input='content',
                                                        lowercase=True,
                                                        max_df=1.0,
                                                        max_features=None,
                                                        min_df=1,
                                                        ngram_range=(1, 1),
                                                        preprocessor=None,
                                                        stop_words=None,
                                                        strip_accents=None,
                                                        token_pattern='(?u)...
                                              ['on', 'ours', 'using',
                                               'sometime', 'elsewhere',
                                               'herself', 'she', 'yourself',
                                               'first', 'whenever',
                                               'yourselves', 'namely', 'eleven',
                                               'against', 'between', 'only',
                                               'all', 'someone', 'regarding',
                                               'you', 'have', 'after', 'made',
                                               'except', 'somewhere', 'many',
                                               'within', 'an', 'again', 'back', ...]]},
             pre_dispatch='2*n_jobs', refit=True, return_train_score=False,
             scoring='accuracy', verbose=0)","{'cvec__max_df': 0.99, 'cvec__max_features': 100, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 2), 'cvec__stop_words': ['the', 'and', 'a', 'to', 'it', 'be', 'for', 'with', 'that']}",77,23,0.9929971988795518,0.9985994397759104,0.9902120717781403
