,target,model,metric,model_input,split_data,model_result,best_params,count_deduplicated,test_data_count,best_crossval_score,train_score,test_score
0,nontrigger,lr,accuracy,SentenceLemmas,"{'X_train': 837     the lender be require to maintain an account f...
1565    on the origination date there exist with respe...
1240    any amount remain in the leasing reserve fund ...
898      eligible account mean a separate and identifi...
589     in the event borrower be require to make the m...
                              ...                        
1120    the mortgage lender may also establish subacco...
1448     approv extraordinary expense mean an operate ...
1407    if the amount of the tax and insurance funds e...
1311    upon enter into a franchise agreement borrower...
1039    fund from the pool a properties will be deposi...
Name: SentenceLemmas, Length: 1568, dtype: object, 'X_test': 990     the related loan documents require the borrowe...
1605    all interest in the required renovation reserv...
1646    the borrower establish a lockbox account the l...
1660    at any time the mortgaged property be subject ...
1096    the borrower be require to because all credit ...
                              ...                        
972      pip work mean any work to be perform pursuant...
2029    during the continuance of a mortgage loan even...
1860    notwithstanding anything to the contrary conta...
1979    provide no event of default have occur and be ...
2075     low dscr period will commence if as of any da...
Name: SentenceLemmas, Length: 672, dtype: object, 'y_train': 837     1
1565    1
1240    1
898     1
589     0
       ..
1120    1
1448    1
1407    1
1311    1
1039    1
Name: nontrigger, Length: 1568, dtype: int64, 'y_test': 990     1
1605    1
1646    1
1660    1
1096    1
       ..
972     1
2029    0
1860    0
1979    0
2075    0
Name: nontrigger, Length: 672, dtype: int64, 'indices_train': Int64Index([ 837, 1565, 1240,  898,  589, 1167,  715,  373,  999,  417,
            ...
             717,  583, 2188,  561, 1608, 1120, 1448, 1407, 1311, 1039],
           dtype='int64', length=1568), 'indices_test': Int64Index([ 990, 1605, 1646, 1660, 1096,  240, 1653, 1761, 1026, 1685,
            ...
            1648, 1607, 1418,  447,  123,  972, 2029, 1860, 1979, 2075],
           dtype='int64', length=672)}","GridSearchCV(cv=3, error_score=nan,
             estimator=Pipeline(memory=None,
                                steps=[('cvec',
                                        CountVectorizer(analyzer='word',
                                                        binary=False,
                                                        decode_error='strict',
                                                        dtype=<class 'numpy.int64'>,
                                                        encoding='utf-8',
                                                        input='content',
                                                        lowercase=True,
                                                        max_df=1.0,
                                                        max_features=None,
                                                        min_df=1,
                                                        ngram_range=(1, 1),
                                                        preprocessor=None,
                                                        stop_words=None,
                                                        strip_accents=None,
                                                        token_pattern='(?u)...
                                               'be', 'for', 'with', 'that',
                                               'marriott'],
                                              ['along', 'after', 'hundred',
                                               'ca', 'keep', 'more', 'of',
                                               'take', 'up', 'between',
                                               'everything', 'had', 'go', 'we',
                                               'which', 'could', 'became',
                                               'empty', 'much', 'neither',
                                               'thus', 'give', 'all', 'just',
                                               'already', 'formerly', 'amongst',
                                               'afterwards', 'but', 'four', ...]]},
             pre_dispatch='2*n_jobs', refit=True, return_train_score=False,
             scoring='accuracy', verbose=0)","{'cvec__max_df': 0.99, 'cvec__max_features': 1000, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 6), 'cvec__stop_words': ['along', 'after', 'hundred', 'ca', 'keep', 'more', 'of', 'take', 'up', 'between', 'everything', 'had', 'go', 'we', 'which', 'could', 'became', 'empty', 'much', 'neither', 'thus', 'give', 'all', 'just', 'already', 'formerly', 'amongst', 'afterwards', 'but', 'four', 'may', 'off', 'what', 'i', 'in', 'some', 'sometime', 'wherever', 'both', 'elsewhere', 'everywhere', 'first', 'therein', 'until', 'really', 'upon', 'someone', 'who', 'others', 'under', 'across', 'below', 'top', 'for', 'eleven', 'enough', 'any', 'here', 'twenty', 'none', 'seeming', 'forty', 'on', 'are', 'me', 'never', 'see', 'thereupon', 'this', 'almost', 'not', 'part', 'beside', 'fifteen', 'at', 'how', 'than', 'though', 'anyway', 'us', 'various', 'ours', 'whence', 'whereafter', 'own', 'these', 'becoming', 'now', 'your', 'always', 'and', 'an', 'quite', 'them', 'does', 'or', 'hence', 'amount', 'it', 'moreover', 'rather', 'used', 'his', 'her', 'as', 'otherwise', 'himself', 'through', 'do', 'whenever', 'where', 'with', 'whoever', 'everyone', 'noone', 'whole', 'seems', 'behind', 'my', 'bottom', 'therefore', 'once', 'too', 'due', 'front', 'during', 'towards', 'since', 'anywhere', 'less', 'to', 'again', 'latter', 'then', 'nobody', 'itself', 'two', 'using', 'whither', 'wherein', 'those', 'name', 'beyond', 'from', 'even', 'perhaps', 'third', 'latterly', 'nowhere', 'down', 'thereafter', 'done', 'same', 'toward', 'five', 'show', 'that', 'yet', 'whereby', 'being', 'their', 'become', 'whereupon', 'against', 'twelve', 'still', 'within', 'throughout', 'often', 'has', 'he', 'is', 'thence', 'move', 'so', 'anything', 'ten', 'either', 'was', 'you', 'doing', 'next', 'regarding', 'seem', 'yourselves', 'made', 'whom', 'might', 'get', 'something', 'themselves', 'further', 'whatever', 'hereby', 'indeed', 'thereby', 'nor', 'would', 'via', 'besides', 'least', 'if', 'out', 'around', 'our', 'onto', 'put', 'somewhere', 'hereupon', 'namely', 'cannot', 'its', 'else', 'will', 'three', 'one', 'because', 'ever', 'no', 're', 'back', 'mine', 'six', 'another', 'there', 'without', 'before', 'each', 'whereas', 'meanwhile', 'nothing', 'yours', 'been', 'hereafter', 'several', 'also', 'every', 'the', 'by', 'sixty', 'were', 'among', 'while', 'yourself', 'why', 'ourselves', 'alone', 'anyone', 'except', 'seemed', 'hers', 'make', 'above', 'unless', 'myself', 'when', 'mostly', 'must', 'a', 'only', 'over', 'did', 'well', 'such', 'anyhow', 'thru', 'becomes', 'serious', 'eight', 'side', 'about', 'into', 'sometimes', 'together', 'can', 'be', 'per', 'him', 'whose', 'fifty', 'few', 'former', 'herself', 'should', 'they', 'although', 'however', 'somehow', 'herein', 'most', 'whether', 'full', 'many', 'she', 'beforehand', 'other', 'have', 'please', 'very', 'am', 'nevertheless', 'nine', 'call', 'last', 'say', 'marriott']}",1030,309,0.9764107748547651,0.9923469387755102,0.9761904761904762
1,loan_default,lr,accuracy,SentenceLemmas,"{'X_train': 623     provide there be sufficient amount in the tax ...
272     the mortgage lender will not be obligate to di...
2002    anything to the contrary herein or elsewhere n...
1923    mortgage lender will pay say item or disburse ...
1149    the mortgage lender will be require to disburs...
                              ...                        
1536     true up payment mean a payment into the appli...
1326    any excess cash flow reserve funds remain on d...
208     upon the request of the borrower at any time t...
1243    any amount remain in the operating expense fun...
2061    during the continuance of a loan event of defa...
Name: SentenceLemmas, Length: 1568, dtype: object, 'X_test': 203     so long as no mortgage loan event of default b...
378     upon the occurrence and during the continuance...
807     the lender be require to maintain an account f...
2119    provide no trigger period then exist all remai...
192      pool a trigger period mean a period a commenc...
                              ...                        
244     a trigger period will commence upon the occurr...
1248    the borrower be require to perform or because ...
629     upon the cure of any trigger period and provid...
777     with respect to each receipt from the property...
952     the deposit account be require to be maintain ...
Name: SentenceLemmas, Length: 672, dtype: object, 'y_train': 623     1
272     1
2002    1
1923    1
1149    0
       ..
1536    0
1326    0
208     1
1243    0
2061    1
Name: loan_default, Length: 1568, dtype: int64, 'y_test': 203     1
378     1
807     0
2119    1
192     1
       ..
244     1
1248    0
629     0
777     0
952     0
Name: loan_default, Length: 672, dtype: int64, 'indices_train': Int64Index([ 623,  272, 2002, 1923, 1149, 1835,  995, 1150, 1282, 1650,
            ...
            1635, 1586,  904, 1679, 1206, 1536, 1326,  208, 1243, 2061],
           dtype='int64', length=1568), 'indices_test': Int64Index([ 203,  378,  807, 2119,  192, 1439, 1556,  809,  402,   70,
            ...
            2116,  365,  167,  200,  796,  244, 1248,  629,  777,  952],
           dtype='int64', length=672)}","GridSearchCV(cv=3, error_score=nan,
             estimator=Pipeline(memory=None,
                                steps=[('cvec',
                                        CountVectorizer(analyzer='word',
                                                        binary=False,
                                                        decode_error='strict',
                                                        dtype=<class 'numpy.int64'>,
                                                        encoding='utf-8',
                                                        input='content',
                                                        lowercase=True,
                                                        max_df=1.0,
                                                        max_features=None,
                                                        min_df=1,
                                                        ngram_range=(1, 1),
                                                        preprocessor=None,
                                                        stop_words=None,
                                                        strip_accents=None,
                                                        token_pattern='(?u)...
                                               'be', 'for', 'with', 'that',
                                               'marriott'],
                                              ['along', 'after', 'hundred',
                                               'ca', 'keep', 'more', 'of',
                                               'take', 'up', 'between',
                                               'everything', 'had', 'go', 'we',
                                               'which', 'could', 'became',
                                               'empty', 'much', 'neither',
                                               'thus', 'give', 'all', 'just',
                                               'already', 'formerly', 'amongst',
                                               'afterwards', 'but', 'four', ...]]},
             pre_dispatch='2*n_jobs', refit=True, return_train_score=False,
             scoring='accuracy', verbose=0)","{'cvec__max_df': 0.99, 'cvec__max_features': 100, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 3), 'cvec__stop_words': ['along', 'after', 'hundred', 'ca', 'keep', 'more', 'of', 'take', 'up', 'between', 'everything', 'had', 'go', 'we', 'which', 'could', 'became', 'empty', 'much', 'neither', 'thus', 'give', 'all', 'just', 'already', 'formerly', 'amongst', 'afterwards', 'but', 'four', 'may', 'off', 'what', 'i', 'in', 'some', 'sometime', 'wherever', 'both', 'elsewhere', 'everywhere', 'first', 'therein', 'until', 'really', 'upon', 'someone', 'who', 'others', 'under', 'across', 'below', 'top', 'for', 'eleven', 'enough', 'any', 'here', 'twenty', 'none', 'seeming', 'forty', 'on', 'are', 'me', 'never', 'see', 'thereupon', 'this', 'almost', 'not', 'part', 'beside', 'fifteen', 'at', 'how', 'than', 'though', 'anyway', 'us', 'various', 'ours', 'whence', 'whereafter', 'own', 'these', 'becoming', 'now', 'your', 'always', 'and', 'an', 'quite', 'them', 'does', 'or', 'hence', 'amount', 'it', 'moreover', 'rather', 'used', 'his', 'her', 'as', 'otherwise', 'himself', 'through', 'do', 'whenever', 'where', 'with', 'whoever', 'everyone', 'noone', 'whole', 'seems', 'behind', 'my', 'bottom', 'therefore', 'once', 'too', 'due', 'front', 'during', 'towards', 'since', 'anywhere', 'less', 'to', 'again', 'latter', 'then', 'nobody', 'itself', 'two', 'using', 'whither', 'wherein', 'those', 'name', 'beyond', 'from', 'even', 'perhaps', 'third', 'latterly', 'nowhere', 'down', 'thereafter', 'done', 'same', 'toward', 'five', 'show', 'that', 'yet', 'whereby', 'being', 'their', 'become', 'whereupon', 'against', 'twelve', 'still', 'within', 'throughout', 'often', 'has', 'he', 'is', 'thence', 'move', 'so', 'anything', 'ten', 'either', 'was', 'you', 'doing', 'next', 'regarding', 'seem', 'yourselves', 'made', 'whom', 'might', 'get', 'something', 'themselves', 'further', 'whatever', 'hereby', 'indeed', 'thereby', 'nor', 'would', 'via', 'besides', 'least', 'if', 'out', 'around', 'our', 'onto', 'put', 'somewhere', 'hereupon', 'namely', 'cannot', 'its', 'else', 'will', 'three', 'one', 'because', 'ever', 'no', 're', 'back', 'mine', 'six', 'another', 'there', 'without', 'before', 'each', 'whereas', 'meanwhile', 'nothing', 'yours', 'been', 'hereafter', 'several', 'also', 'every', 'the', 'by', 'sixty', 'were', 'among', 'while', 'yourself', 'why', 'ourselves', 'alone', 'anyone', 'except', 'seemed', 'hers', 'make', 'above', 'unless', 'myself', 'when', 'mostly', 'must', 'a', 'only', 'over', 'did', 'well', 'such', 'anyhow', 'thru', 'becomes', 'serious', 'eight', 'side', 'about', 'into', 'sometimes', 'together', 'can', 'be', 'per', 'him', 'whose', 'fifty', 'few', 'former', 'herself', 'should', 'they', 'although', 'however', 'somehow', 'herein', 'most', 'whether', 'full', 'many', 'she', 'beforehand', 'other', 'have', 'please', 'very', 'am', 'nevertheless', 'nine', 'call', 'last', 'say', 'marriott']}",531,159,0.973217926834331,0.9853316326530612,0.9479166666666666
2,unspecified,lr,accuracy,SentenceLemmas,"{'X_train': 931     spring reserve for tax insurance ground rent a...
618     provide no mortgage loan event of default have...
493      low cash flow period mean a period a commence...
2118    provide that no mortgage loan event of default...
2191     debt yield cure mean a no mortgage loan event...
                              ...                        
702     the lockbox agreement will provide that the lo...
409     any low cash flow period threshold collateral ...
1580    interest accrue if any on the reserve fund wil...
1572                                         lockbox hard
2061    during the continuance of a loan event of defa...
Name: SentenceLemmas, Length: 1568, dtype: object, 'X_test': 1201    within thirty 30 day after the end of each cal...
1628    the mortgage lender be require to apply amount...
1950    the mortgage lender be require to disburse to ...
246     upon the occurrence and during the continuance...
1733    prior to the origination date the borrower hav...
                              ...                        
929     spring hard lockbox with in place cash managem...
2008     reit mean a real estate investment trust with...
1072    the borrower be require to because all credit ...
253      cash sweep cure date mean the first date foll...
2222    however the inability of the borrower to compl...
Name: SentenceLemmas, Length: 672, dtype: object, 'y_train': 931     0
618     0
493     0
2118    0
2191    0
       ..
702     1
409     0
1580    0
1572    0
2061    0
Name: unspecified, Length: 1568, dtype: int64, 'y_test': 1201    0
1628    0
1950    0
246     0
1733    0
       ..
929     0
2008    0
1072    0
253     0
2222    0
Name: unspecified, Length: 672, dtype: int64, 'indices_train': Int64Index([ 931,  618,  493, 2118, 2191, 1501,  483, 1158, 2171, 1361,
            ...
             558,  125,  695, 1447, 2198,  702,  409, 1580, 1572, 2061],
           dtype='int64', length=1568), 'indices_test': Int64Index([1201, 1628, 1950,  246, 1733, 1424, 1717,  767, 2009, 2233,
            ...
             208, 2033, 1121, 2109,  380,  929, 2008, 1072,  253, 2222],
           dtype='int64', length=672)}","GridSearchCV(cv=3, error_score=nan,
             estimator=Pipeline(memory=None,
                                steps=[('cvec',
                                        CountVectorizer(analyzer='word',
                                                        binary=False,
                                                        decode_error='strict',
                                                        dtype=<class 'numpy.int64'>,
                                                        encoding='utf-8',
                                                        input='content',
                                                        lowercase=True,
                                                        max_df=1.0,
                                                        max_features=None,
                                                        min_df=1,
                                                        ngram_range=(1, 1),
                                                        preprocessor=None,
                                                        stop_words=None,
                                                        strip_accents=None,
                                                        token_pattern='(?u)...
                                               'be', 'for', 'with', 'that',
                                               'marriott'],
                                              ['along', 'after', 'hundred',
                                               'ca', 'keep', 'more', 'of',
                                               'take', 'up', 'between',
                                               'everything', 'had', 'go', 'we',
                                               'which', 'could', 'became',
                                               'empty', 'much', 'neither',
                                               'thus', 'give', 'all', 'just',
                                               'already', 'formerly', 'amongst',
                                               'afterwards', 'but', 'four', ...]]},
             pre_dispatch='2*n_jobs', refit=True, return_train_score=False,
             scoring='accuracy', verbose=0)","{'cvec__max_df': 0.99, 'cvec__max_features': 1000, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 3), 'cvec__stop_words': ['along', 'after', 'hundred', 'ca', 'keep', 'more', 'of', 'take', 'up', 'between', 'everything', 'had', 'go', 'we', 'which', 'could', 'became', 'empty', 'much', 'neither', 'thus', 'give', 'all', 'just', 'already', 'formerly', 'amongst', 'afterwards', 'but', 'four', 'may', 'off', 'what', 'i', 'in', 'some', 'sometime', 'wherever', 'both', 'elsewhere', 'everywhere', 'first', 'therein', 'until', 'really', 'upon', 'someone', 'who', 'others', 'under', 'across', 'below', 'top', 'for', 'eleven', 'enough', 'any', 'here', 'twenty', 'none', 'seeming', 'forty', 'on', 'are', 'me', 'never', 'see', 'thereupon', 'this', 'almost', 'not', 'part', 'beside', 'fifteen', 'at', 'how', 'than', 'though', 'anyway', 'us', 'various', 'ours', 'whence', 'whereafter', 'own', 'these', 'becoming', 'now', 'your', 'always', 'and', 'an', 'quite', 'them', 'does', 'or', 'hence', 'amount', 'it', 'moreover', 'rather', 'used', 'his', 'her', 'as', 'otherwise', 'himself', 'through', 'do', 'whenever', 'where', 'with', 'whoever', 'everyone', 'noone', 'whole', 'seems', 'behind', 'my', 'bottom', 'therefore', 'once', 'too', 'due', 'front', 'during', 'towards', 'since', 'anywhere', 'less', 'to', 'again', 'latter', 'then', 'nobody', 'itself', 'two', 'using', 'whither', 'wherein', 'those', 'name', 'beyond', 'from', 'even', 'perhaps', 'third', 'latterly', 'nowhere', 'down', 'thereafter', 'done', 'same', 'toward', 'five', 'show', 'that', 'yet', 'whereby', 'being', 'their', 'become', 'whereupon', 'against', 'twelve', 'still', 'within', 'throughout', 'often', 'has', 'he', 'is', 'thence', 'move', 'so', 'anything', 'ten', 'either', 'was', 'you', 'doing', 'next', 'regarding', 'seem', 'yourselves', 'made', 'whom', 'might', 'get', 'something', 'themselves', 'further', 'whatever', 'hereby', 'indeed', 'thereby', 'nor', 'would', 'via', 'besides', 'least', 'if', 'out', 'around', 'our', 'onto', 'put', 'somewhere', 'hereupon', 'namely', 'cannot', 'its', 'else', 'will', 'three', 'one', 'because', 'ever', 'no', 're', 'back', 'mine', 'six', 'another', 'there', 'without', 'before', 'each', 'whereas', 'meanwhile', 'nothing', 'yours', 'been', 'hereafter', 'several', 'also', 'every', 'the', 'by', 'sixty', 'were', 'among', 'while', 'yourself', 'why', 'ourselves', 'alone', 'anyone', 'except', 'seemed', 'hers', 'make', 'above', 'unless', 'myself', 'when', 'mostly', 'must', 'a', 'only', 'over', 'did', 'well', 'such', 'anyhow', 'thru', 'becomes', 'serious', 'eight', 'side', 'about', 'into', 'sometimes', 'together', 'can', 'be', 'per', 'him', 'whose', 'fifty', 'few', 'former', 'herself', 'should', 'they', 'although', 'however', 'somehow', 'herein', 'most', 'whether', 'full', 'many', 'she', 'beforehand', 'other', 'have', 'please', 'very', 'am', 'nevertheless', 'nine', 'call', 'last', 'say', 'marriott']}",485,146,0.9515322007574926,0.9948979591836735,0.9553571428571429
3,debt_yield_fall,lr,accuracy,SentenceLemmas,"{'X_train': 817     the insufficiency of any balance in the ff e r...
572      reserve waiver revocation event period mean a...
548      default trigger period mean a period a commen...
763     a filing of a complaint in a court of competen...
2171    notwithstanding the foregoing a trigger period...
                              ...                        
1460    the borrower agree to notify mortgage lender p...
1279    the brand manager have agree to collect all fu...
1547    nothing with respect to capital expenditure re...
1561    provide there be sufficient amount in the grou...
690     during the continuance of a cash sweep period ...
Name: SentenceLemmas, Length: 1568, dtype: object, 'X_test': 223     on each monthly payment date the borrower be r...
1857     sff cap number mean a six at any time when th...
762      enforcement action mean any initiation by the...
851     the cash management account consist of various...
476     additionally if at any time during a trigger p...
                              ...                        
373      cash management period and cash sweep period ...
2176    a cash trap period cease if i in the event of ...
1075     cash management bank mean a depository instit...
1456    provide there be sufficient amount in the grou...
584     unless a mortgage loan event of default have o...
Name: SentenceLemmas, Length: 672, dtype: object, 'y_train': 817     0
572     0
548     0
763     0
2171    0
       ..
1460    0
1279    0
1547    0
1561    0
690     0
Name: debt_yield_fall, Length: 1568, dtype: int64, 'y_test': 223     0
1857    0
762     0
851     0
476     0
       ..
373     0
2176    1
1075    0
1456    0
584     0
Name: debt_yield_fall, Length: 672, dtype: int64, 'indices_train': Int64Index([ 817,  572,  548,  763, 2171, 2215, 2030, 1610,  446, 1549,
            ...
            1081, 1447, 1026, 1862,  525, 1460, 1279, 1547, 1561,  690],
           dtype='int64', length=1568), 'indices_test': Int64Index([ 223, 1857,  762,  851,  476, 1135,  871, 1783, 1384, 1907,
            ...
             379,  892, 1881, 2092, 1604,  373, 2176, 1075, 1456,  584],
           dtype='int64', length=672)}","GridSearchCV(cv=3, error_score=nan,
             estimator=Pipeline(memory=None,
                                steps=[('cvec',
                                        CountVectorizer(analyzer='word',
                                                        binary=False,
                                                        decode_error='strict',
                                                        dtype=<class 'numpy.int64'>,
                                                        encoding='utf-8',
                                                        input='content',
                                                        lowercase=True,
                                                        max_df=1.0,
                                                        max_features=None,
                                                        min_df=1,
                                                        ngram_range=(1, 1),
                                                        preprocessor=None,
                                                        stop_words=None,
                                                        strip_accents=None,
                                                        token_pattern='(?u)...
                                               'be', 'for', 'with', 'that',
                                               'marriott'],
                                              ['along', 'after', 'hundred',
                                               'ca', 'keep', 'more', 'of',
                                               'take', 'up', 'between',
                                               'everything', 'had', 'go', 'we',
                                               'which', 'could', 'became',
                                               'empty', 'much', 'neither',
                                               'thus', 'give', 'all', 'just',
                                               'already', 'formerly', 'amongst',
                                               'afterwards', 'but', 'four', ...]]},
             pre_dispatch='2*n_jobs', refit=True, return_train_score=False,
             scoring='accuracy', verbose=0)","{'cvec__max_df': 0.99, 'cvec__max_features': 600, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 5), 'cvec__stop_words': None}",184,55,0.9923469325460491,1.0,0.9910714285714286
4,mezzanine_default,lr,accuracy,SentenceLemmas,"{'X_train': 183     as the mortgage loan agreement do not require ...
517      priority payment cessation period mean the pe...
1036    the restricted account will be in the name of ...
667     upon the occurrence and during the continuance...
911      eligible account mean a separate and identifi...
                              ...                        
512     any trigger period that have commence solely a...
1264            hard lockbox with spring cash management 
361     if no mortgage loan event of default have occu...
2044    a cash sweep period will commence upon the occ...
1179     restricted account mean one or more eligible ...
Name: SentenceLemmas, Length: 1568, dtype: object, 'X_test': 1111    the borrower be require to because all credit ...
1979    provide no event of default have occur and be ...
1877    provide no trigger period be continue all avai...
1165    unfunded obligations reserve on the originatio...
635      specified tenant trigger period mean a period...
                              ...                        
603     during the continuance of a mortgage loan even...
720     during the continuance of a mortgage loan even...
2028    upon the early to occur of i payment in full o...
71      if a hotel operating agreement cash trap perio...
11       budgeted operating expenses mean with respect...
Name: SentenceLemmas, Length: 672, dtype: object, 'y_train': 183     0
517     0
1036    0
667     0
911     0
       ..
512     0
1264    0
361     0
2044    0
1179    0
Name: mezzanine_default, Length: 1568, dtype: int64, 'y_test': 1111    0
1979    0
1877    0
1165    0
635     0
       ..
603     0
720     0
2028    0
71      0
11      0
Name: mezzanine_default, Length: 672, dtype: int64, 'indices_train': Int64Index([ 183,  517, 1036,  667,  911,   51,  513, 1153,  280,  752,
            ...
             764,   30, 1543,  350, 2138,  512, 1264,  361, 2044, 1179],
           dtype='int64', length=1568), 'indices_test': Int64Index([1111, 1979, 1877, 1165,  635, 1305,  344, 1327,  477,  455,
            ...
            1288, 1812, 1009, 1924,  178,  603,  720, 2028,   71,   11],
           dtype='int64', length=672)}","GridSearchCV(cv=3, error_score=nan,
             estimator=Pipeline(memory=None,
                                steps=[('cvec',
                                        CountVectorizer(analyzer='word',
                                                        binary=False,
                                                        decode_error='strict',
                                                        dtype=<class 'numpy.int64'>,
                                                        encoding='utf-8',
                                                        input='content',
                                                        lowercase=True,
                                                        max_df=1.0,
                                                        max_features=None,
                                                        min_df=1,
                                                        ngram_range=(1, 1),
                                                        preprocessor=None,
                                                        stop_words=None,
                                                        strip_accents=None,
                                                        token_pattern='(?u)...
                                               'be', 'for', 'with', 'that',
                                               'marriott'],
                                              ['along', 'after', 'hundred',
                                               'ca', 'keep', 'more', 'of',
                                               'take', 'up', 'between',
                                               'everything', 'had', 'go', 'we',
                                               'which', 'could', 'became',
                                               'empty', 'much', 'neither',
                                               'thus', 'give', 'all', 'just',
                                               'already', 'formerly', 'amongst',
                                               'afterwards', 'but', 'four', ...]]},
             pre_dispatch='2*n_jobs', refit=True, return_train_score=False,
             scoring='accuracy', verbose=0)","{'cvec__max_df': 0.99, 'cvec__max_features': 600, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 3), 'cvec__stop_words': ['along', 'after', 'hundred', 'ca', 'keep', 'more', 'of', 'take', 'up', 'between', 'everything', 'had', 'go', 'we', 'which', 'could', 'became', 'empty', 'much', 'neither', 'thus', 'give', 'all', 'just', 'already', 'formerly', 'amongst', 'afterwards', 'but', 'four', 'may', 'off', 'what', 'i', 'in', 'some', 'sometime', 'wherever', 'both', 'elsewhere', 'everywhere', 'first', 'therein', 'until', 'really', 'upon', 'someone', 'who', 'others', 'under', 'across', 'below', 'top', 'for', 'eleven', 'enough', 'any', 'here', 'twenty', 'none', 'seeming', 'forty', 'on', 'are', 'me', 'never', 'see', 'thereupon', 'this', 'almost', 'not', 'part', 'beside', 'fifteen', 'at', 'how', 'than', 'though', 'anyway', 'us', 'various', 'ours', 'whence', 'whereafter', 'own', 'these', 'becoming', 'now', 'your', 'always', 'and', 'an', 'quite', 'them', 'does', 'or', 'hence', 'amount', 'it', 'moreover', 'rather', 'used', 'his', 'her', 'as', 'otherwise', 'himself', 'through', 'do', 'whenever', 'where', 'with', 'whoever', 'everyone', 'noone', 'whole', 'seems', 'behind', 'my', 'bottom', 'therefore', 'once', 'too', 'due', 'front', 'during', 'towards', 'since', 'anywhere', 'less', 'to', 'again', 'latter', 'then', 'nobody', 'itself', 'two', 'using', 'whither', 'wherein', 'those', 'name', 'beyond', 'from', 'even', 'perhaps', 'third', 'latterly', 'nowhere', 'down', 'thereafter', 'done', 'same', 'toward', 'five', 'show', 'that', 'yet', 'whereby', 'being', 'their', 'become', 'whereupon', 'against', 'twelve', 'still', 'within', 'throughout', 'often', 'has', 'he', 'is', 'thence', 'move', 'so', 'anything', 'ten', 'either', 'was', 'you', 'doing', 'next', 'regarding', 'seem', 'yourselves', 'made', 'whom', 'might', 'get', 'something', 'themselves', 'further', 'whatever', 'hereby', 'indeed', 'thereby', 'nor', 'would', 'via', 'besides', 'least', 'if', 'out', 'around', 'our', 'onto', 'put', 'somewhere', 'hereupon', 'namely', 'cannot', 'its', 'else', 'will', 'three', 'one', 'because', 'ever', 'no', 're', 'back', 'mine', 'six', 'another', 'there', 'without', 'before', 'each', 'whereas', 'meanwhile', 'nothing', 'yours', 'been', 'hereafter', 'several', 'also', 'every', 'the', 'by', 'sixty', 'were', 'among', 'while', 'yourself', 'why', 'ourselves', 'alone', 'anyone', 'except', 'seemed', 'hers', 'make', 'above', 'unless', 'myself', 'when', 'mostly', 'must', 'a', 'only', 'over', 'did', 'well', 'such', 'anyhow', 'thru', 'becomes', 'serious', 'eight', 'side', 'about', 'into', 'sometimes', 'together', 'can', 'be', 'per', 'him', 'whose', 'fifty', 'few', 'former', 'herself', 'should', 'they', 'although', 'however', 'somehow', 'herein', 'most', 'whether', 'full', 'many', 'she', 'beforehand', 'other', 'have', 'please', 'very', 'am', 'nevertheless', 'nine', 'call', 'last', 'say', 'marriott']}",67,20,0.9917083629419623,0.9993622448979592,0.9866071428571429
